CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:06:29.805  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: isProjectionBundleName bundleName = cn.alfadb.netbird.e3vpna, screenId = 0
CST 2026-07-17 20:06:29.805  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] requestSceneSession using exist persistentId: 30
CST 2026-07-17 20:06:29.805  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] getSceneSessionByPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:29.805  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:29.805  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: findTransitionController. bundleName: cn.alfadb.netbird.e3vpna, overlayBundleName: undefined
CST 2026-07-17 20:06:29.805  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] PageDesktopModel: findTransitionController shortcutId empty bundleName:cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.805  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] PageDesktopModel: findTransitionController bundleName: cn.alfadb.netbird.e3vpna, abilityName: EntryAbility, startType: 0, formCardId: undefined, cardId: undefined, extraId: undefined, appIndex: 0, shortcutId: undefined, appInstanceKey: %{public}s
CST 2026-07-17 20:06:29.806  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: Find controller success ? true, findData: {"bundleName":"cn.alfadb.netbird.e3vpna","abilityName":"EntryAbility","appIndex":0,"appIconId":"","iconRadius":0,"appIconNumber":0,"startAppType":0,"isOpenFolder":false}
CST 2026-07-17 20:06:29.806  2205  2205 E A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: overlayCardInfo is invalid
CST 2026-07-17 20:06:29.806  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: onStartSceneFromOther cardId empty isStartCard=false
CST 2026-07-17 20:06:29.806  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: findTransitionController. bundleName: cn.alfadb.netbird.e3vpna, overlayBundleName: undefined
CST 2026-07-17 20:06:29.806  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] PageDesktopModel: findTransitionController shortcutId empty bundleName:cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.806  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] PageDesktopModel: findTransitionController bundleName: cn.alfadb.netbird.e3vpna, abilityName: EntryAbility, startType: 0, formCardId: undefined, cardId: undefined, extraId: undefined, appIndex: 0, shortcutId: undefined, appInstanceKey: %{public}s
CST 2026-07-17 20:06:29.806  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: Find controller success ? true, findData: {"bundleName":"cn.alfadb.netbird.e3vpna","abilityName":"EntryAbility","appIndex":0,"appIconId":"","iconRadius":0,"appIconNumber":0,"startAppType":0,"isOpenFolder":false}
CST 2026-07-17 20:06:29.806  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: onStartSceneFromOther cardId empty isStartCard=false
CST 2026-07-17 20:06:29.806  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [id:30][screenId:0]requestSceneSession, callerPersistentId:0, needLinkCaller:true
CST 2026-07-17 20:06:29.806  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] find sceneSession from other screen
CST 2026-07-17 20:06:29.806  2205  2205 I A04222/WMSMission: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [Screen:0][Panel:1] get existing session from usage-total list.
CST 2026-07-17 20:06:29.806  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: popSceneFromOtherScreen toScreen: 0, needBackground: trueneedRefreshFocus: true, needUpdateScreenId: true,persistentId:30
CST 2026-07-17 20:06:29.806  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [SCBMission]SCBSceneMissionManager: popSceneFromOtherScreenByPersistentId sceneSession on targetScreen, ignored
CST 2026-07-17 20:06:29.806  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: isProjectionBundleName bundleName = cn.alfadb.netbird.e3vpna, screenId = 0
CST 2026-07-17 20:06:29.806  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] requestSceneSession using exist persistentId: 30
CST 2026-07-17 20:06:29.806  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] getSceneSessionByPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:29.806  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 30
CST 2026-07-17 20:06:29.806  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: isSceneContainerStartOther: true
CST 2026-07-17 20:06:29.806  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: SCBWindowRotateController {"luoShuState":0,"scenePanelState":0,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.806  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [isNonHook] luoShuState: 0
CST 2026-07-17 20:06:29.806  2205  2205 E A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [needRotateWithFlowLight] no need add rotation
CST 2026-07-17 20:06:29.807  2205  2205 W A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [getRotatedScreenProperty] this.rotation: 0; getRotatedScreenProperty: {rect: [0, 0, 1320, 2856], rotation: 0}
CST 2026-07-17 20:06:29.807  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: [onStartSceneFromOther] isNeed: false, windowAnimation: true
CST 2026-07-17 20:06:29.807  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [startSceneWithRotationIfNeed] containerSession EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1), needAnimation false isFromRecent false fromUser false isPageRotation false
CST 2026-07-17 20:06:29.807  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [startSceneWithRotationIfNeed] containerSession EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)needAnimation false isFromRecent false fromUser false isPageRotation false
CST 2026-07-17 20:06:29.807  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [coverSensorRotation] cover sensor rotation.
CST 2026-07-17 20:06:29.807  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCompatibilityModeController: [addInvertedPortraitOrientationIfNeeded] requestOrientation:undefined
CST 2026-07-17 20:06:29.807  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCompatibilityModeResourceManager: [isCurrentSupportAddInvertedPortraitOrientation] isSupportAddInvertedPortraitOrientation: false
CST 2026-07-17 20:06:29.807  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCompatibilityModeResourceManager: [isNeedAddInvertedPortraitOrientation] current device status is not support adding inverted portrait orientation
CST 2026-07-17 20:06:29.807  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScreenSM: screenRotationLocked value:true
CST 2026-07-17 20:06:29.807  2205  2205 W A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [getTargetRotation] bundleName:cn.alfadb.netbird.e3vpna requestOrientation:0 isScreenLocked:true isPlacedRotateFriendlyDevicePlaced:false fixedRotation: -1 rotationCommand: {"isIgnorePlacedState":false,"isFromDropDown":false}
CST 2026-07-17 20:06:29.807  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: targetOrientation does not belong to the userOrientation type
CST 2026-07-17 20:06:29.807  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [notifySupportRotationChange] container requestOrientation: 0 scene requestOrientation: 0
CST 2026-07-17 20:06:29.807  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [notifySupportRotationChange] displayId: 0 persistentId: 30 container: [true,false,false,false] scene: [true,false,false,false] reason: MultiWindowChangeOrientation
CST 2026-07-17 20:06:29.807  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: notifySupportRotationChange
CST 2026-07-17 20:06:29.807  2205  2205 I C0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OnNotifySupportRotationChange: persistentId: 30, container size: 4, scene size: 4
CST 2026-07-17 20:06:29.808  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [startSceneWithRotationIfNeed] before rotate with targetRotation=0, sensorRotation=0, currentScreenRotation=0, currentContainerRotation=0, tempRotation=, name=cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.808  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [rotateWindowPolicy] no need to rotate with same targetRotation
CST 2026-07-17 20:06:29.808  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: [SCBMain]onStartSceneFromOther EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1) isActive:false isStartCard:false needBlurAnimation:true scenePanelState:0
CST 2026-07-17 20:06:29.808  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: SCBSPVM {"luoShuState":0,"scenePanelState":0,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.808  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] no active session return!
CST 2026-07-17 20:06:29.808  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: [SCBMain]onStartSceneFromOther do not need minimize former scene, activeContainer is null? true
CST 2026-07-17 20:06:29.808  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPM: Remove container id: 1, 30
CST 2026-07-17 20:06:29.808  2205  2205 I A01b09/RECENT: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] RecentDockRefreshAlarm: start alarm recent dock: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.809  2205  2205 W A0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] Request scene container session activation, name: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1) isNewActive: false, isPersist: true, reason: undefined
CST 2026-07-17 20:06:29.809  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: SCBScreenSM {"luoShuState":0,"scenePanelState":0,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.809  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneRecentMissionManager: add id 30 to recentMissionIdSet
CST 2026-07-17 20:06:29.809  2205  2205 W A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] requestSessionActivation primarySession priNewActive: false
CST 2026-07-17 20:06:29.809  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] requestSceneSessionActivation: isNewActive: false, isPersist: true, reason: undefined, name: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30), containerRotation: 0
CST 2026-07-17 20:06:29.809  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScene: [UseControl]Use control isActive:true persistentId:30
CST 2026-07-17 20:06:29.809  2205  2205 I A0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [id:30]requestSceneSessionActivation.
CST 2026-07-17 20:06:29.809  2205  2205 I A0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] setIsPendingToBackgroundState, state:false
CST 2026-07-17 20:06:29.809  2205  2205 I C0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SetIsPendingToBackgroundState: id:30 State:0
CST 2026-07-17 20:06:29.809  2205  2205 I A0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] setIsActivatedAfterScreenLocked, isScreenLocked: false
CST 2026-07-17 20:06:29.809  2205  2205 I C0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SetIsActivatedAfterScreenLocked: id:30, isLocked:0
CST 2026-07-17 20:06:29.809  2205  2205 I C0420a/WMSLife: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OnRequestSceneSessionActivation: in
CST 2026-07-17 20:06:29.809  2205  2275 I C04202/WMSMain: [a92ab11ac5c1ed5, 286f637, 182d8bc] Request active id:30, system:0, isNewActive:0, requestId:6
CST 2026-07-17 20:06:29.810  2205  2275 W C0420b/WMSKeyboard: [a92ab11ac5c1ed5, 286f637, 182d8bc] RequestInputMethodCloseKeyboard: keyboardSession is nullptr, id: 30
CST 2026-07-17 20:06:29.810  2205  2275 I C0421b/WMSStartupPage: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetEnableRemoveStartingWindowFromBMS: enable.remove.starting.window default false
CST 2026-07-17 20:06:29.810  2205  2275 I C04202/WMSMain: [a92ab11ac5c1ed5, 286f637, 182d8bc] FillSessionInfo: bundleName:cn.alfadb.netbird.e3vpna removeMissionAfterTerminate:0 excludeFromMissions:0 label:$string:ability_name iconPath:$media:app_icon collaboratorType:/data/app/el1/bundle/public/cn.alfadb.netbird.e3vpna.
CST 2026-07-17 20:06:29.810  2205  2205 E A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCategoryResourceManager: isSupportFullScreenInForceSplit: cn.alfadb.netbird.e3vpna is not in featureMap
CST 2026-07-17 20:06:29.810  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCategoryResourceManager: updateFullScreenInForceSplitStatusIfNeed: isFullScreenInForceSplit no change
CST 2026-07-17 20:06:29.810  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] GetRequestWantFromTaskInfoMap: exsit, persistentId:30, requestId:6
CST 2026-07-17 20:06:29.810  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] isForegroundAndActive: sessionState: 0, isActive: true
CST 2026-07-17 20:06:29.810  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] SetAbilitySessionInfo: Is SCB Call, set flag:0, persistentId:30, requestId:6
CST 2026-07-17 20:06:29.810  2205  2205 I A04200/WMS: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] modifyPersistentMap, bundleName: cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.810  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] RequestSceneSessionActivationInner: [id: 30] want-ability: EntryAbility, bundle: cn.alfadb.netbird.e3vpna, module: entry, appIndex: 0, requestId:6
CST 2026-07-17 20:06:29.810  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] operator(): start notify listeners, bundleName:cn.alfadb.netbird.e3vpna, Id:30, event:2, reason: 0
CST 2026-07-17 20:06:29.810  2205  2275 I C04202/WMSMain: [a92ab11ac5c1ed5, 286f637, 182d8bc] RequestSceneSessionActivationInner: [id: 30] Begin StartUIAbility, system: 0,reuseDelegatorWindow 0 isShowAbility 0
CST 2026-07-17 20:06:29.810  2205  4282 I C01336/AMS: [a92ab11ac5c1ed5, 306cbc0, 286f637] [AMC432]scb call, StartUIAbilityBySCB target: cn.alfadb.netbird.e3vpna/EntryAbility, persistentId: 30, appIndex: -1, pageConfigSize:0, requestCode:-1
CST 2026-07-17 20:06:29.810  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScenePersistent: Set persistentId = 30 isAlive to true
CST 2026-07-17 20:06:29.810  2205  2256 I C01631/GaussPD: [a92ab11ac5c1ed5, 1f92db3, 182d8bc]  [0] [ADAPTER] [140486560946944] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.810   728   797 I C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [ABMS3083]call, sceneFlag:4, restart: 0
CST 2026-07-17 20:06:29.810  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: enter FULLSCENE
CST 2026-07-17 20:06:29.810  2205  2256 I C01631/GaussPD: [a92ab11ac5c1ed5, 1f92db3, 182d8bc]  [0] [ADAPTER] [140486560946944] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.810  2205  2256 I C01631/GaussPD: [a92ab11ac5c1ed5, 1f92db3, 182d8bc]  [0] [ADAPTER] [140486560946944] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.810  2205  2205 I A01b09/RECENT: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] RecentPanel: RecentViewParam init
CST 2026-07-17 20:06:29.810   728   797 I C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [start_ability_utils.cpp54]appIndex:-1
CST 2026-07-17 20:06:29.811  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
CST 2026-07-17 20:06:29.811  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] translateX from -135.45714405604772 to 0. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.811  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] translateY from -88.71428898402627 to 0. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.811  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] scaleX from 0.15378787878787878 to 1. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.811  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] scaleY from 0.15378787878787878 to 1. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.811   728   797 W C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [ABMS3903]null callerToken
CST 2026-07-17 20:06:29.811   728   797 I C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [UALM215]StartUIAbility session:30. bundle:cn.alfadb.netbird.e3vpna, ability:EntryAbility, instanceKey:, requestId: 6, isCallBySCB: 0, reuseDelegator: 0, scenarios:0, requestCode:-1
CST 2026-07-17 20:06:29.811   728  1067 W C01123/BMSCommon: [a92ab11ac5c1ed5, 1a28dd3, 1b1865b] uid(5523) invalid
CST 2026-07-17 20:06:29.811  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] border radius from topLeft: 97.77777777777779, topRight: 97.77777777777779, bottomLeft: 97.77777777777779, bottomRight: 97.77777777777779 to 36. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.811   728   797 I C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [app_exit_reason_data_manager.cpp640]tokenId <private> module entry abillity EntryAbility
CST 2026-07-17 20:06:29.811  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] sceneAlpha from 0 to 1. reason: init, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.811   728   797 W C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [app_exit_reason_data_manager.cpp659]KEY_NOT_FOUND
CST 2026-07-17 20:06:29.811   728   797 I C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [app_exit_reason_data_manager.cpp590]tokenId <private> module entry ability EntryAbility 
CST 2026-07-17 20:06:29.811  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: set NeedRenderClip clipHeight type of number from 1320.0000000000002 to 2856
CST 2026-07-17 20:06:29.811   728   797 W C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [app_exit_reason_data_manager.cpp607]DBStatus:27459591
CST 2026-07-17 20:06:29.811  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
CST 2026-07-17 20:06:29.812   728   797 W C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [ability_start_with_wait_observer_manager.cpp193]invaid observerId
CST 2026-07-17 20:06:29.812   728   797 W C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [ABR1600]nullptr
CST 2026-07-17 20:06:29.812   728   797 I C01336/AMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [ABR287]LoadLifecycle: abilityName:EntryAbility
CST 2026-07-17 20:06:29.812  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: updateScenePanelState from 0 to 1
CST 2026-07-17 20:06:29.812  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBDesktop --> scenePanelState change 1
CST 2026-07-17 20:06:29.812   728   797 I C0135b/KeepAlive: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [keep_alive_process_manager.cpp336]not supported
CST 2026-07-17 20:06:29.812   728   797 I C01357/ProcessMgr: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [ams_mgr_scheduler.cpp90]SubmitLoadTask: cn.alfadb.netbird.e3vpna-EntryAbility
CST 2026-07-17 20:06:29.812  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBDesktop --> updateScenePanelState, sceneState:1
CST 2026-07-17 20:06:29.812  2205  2205 I A01c05/FORM: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] PageDesktopViewModel --> localEventListener receive event: launcher.event.REQUEST_FORM_RECYCLE
CST 2026-07-17 20:06:29.812  2205  2205 I A01c05/FORM: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] PageDesktopViewModel --> current recycleFormEventHandler, state = true, currentStartApp = false
CST 2026-07-17 20:06:29.812   728  4791 W C011fc/BMSExt: [a92ab11ac5c1ed5, 2e68466, 1b1865b] [IsTargetApp:729]bundleName or appIdentifier is empty
